ID JCDECAUX,Marques,Année,Reftest,Nom_fichier_visuel,FAMILLE,CLASSE,Nombre de visuels,Type de campagne,Couleur dominante,Couleur propre à la marque ? ,1er point d'accroche,Personnages,Si Egérie : est-elle propre à la marque ou également sur d'autres marques ? ,Utilisation de l'égérie dans le temps,Genre,Tranche d'âge,Quantité/Place du texte dans le visuel,Discours utilisé,"Style de texte 
(Lettres)",Taille du logo,Eléments de branding,Présence d'un QR Code,Langue du claim,Contraste,Place du logo,Notoriété (base YouGov),Mise en avant prix,Charge visuelle,image_path
2172.0,PAYSAN BRETON,2020.0,2221162001.0,2221162001 Aromates,ALIMENTATION,PRODUITS LAITIERS,3.0,Produit,Vert,Non ,Produit/Service,-,,,-,-,Fort,Explicatif/Narratif,Minuscule gras,Petit,Beaucoup,Non,Français,Un peu contrasté,Dans le corps du visuel,-,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221162001 Aromates.jpg
2172.0,PAYSAN BRETON,2020.0,2221162001.0,2221162001 Aromates,ALIMENTATION,PRODUITS LAITIERS,3.0,Produit,Vert,Non ,Produit/Service,-,,,-,-,Fort,Explicatif/Narratif,Minuscule gras,Petit,Beaucoup,Non,Français,Un peu contrasté,Dans le corps du visuel,-,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221162001 Aromates.jpg
2172.0,PAYSAN BRETON,2020.0,2221162001.0,2221162001 Aromates,ALIMENTATION,PRODUITS LAITIERS,3.0,Produit,Vert,Non ,Produit/Service,-,,,-,-,Fort,Explicatif/Narratif,Minuscule gras,Petit,Beaucoup,Non,Français,Un peu contrasté,Dans le corps du visuel,-,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221162001 Aromates.jpg
2262.0,CAUDALIE,2020.0,2221152002.0,2221152002 JCD_MU_CAUDALIE_01,HYGIENE_BEAUTE,PRODUITS DE SOINS,1.0,Produit,Blanc,Présente,Produit/Service,-,,,-,-,Faible,Explicatif/Narratif,Minuscule sans gras ,Grand,Moyen,Non,Français,Pas contrasté,Haut milieu,0.46,Aucun,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221152002 JCD_MU_CAUDALIE_01.jpg
2168.0,BUT,2020.0,2221142001.0,2221142001 but-1,DISTRIBUTION,DISTRIBUTION SPECIALISEE,6.0,Offre,Noir,Non ,Promotion,-,,,-,-,Fort,Descriptif,Majuscule gras,Petit,Peu,Non,Français,Un peu contrasté,Haut gauche,0.89,Promotion indiquée,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221142001 but-1.jpg
2168.0,BUT,2020.0,2221142001.0,2221142001 but-1,DISTRIBUTION,DISTRIBUTION SPECIALISEE,6.0,Offre,Jaune,Non ,Promotion,-,,,-,-,Fort,Descriptif,Majuscule gras,Petit,Peu,Non,Français,Un peu contrasté,Haut gauche,0.89,Promotion indiquée,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221142001 but-1.jpg
2168.0,BUT,2020.0,2221142001.0,2221142001 but-1,DISTRIBUTION,DISTRIBUTION SPECIALISEE,6.0,Offre,Jaune,Non ,Promotion,-,,,-,-,Fort,Descriptif,Majuscule gras,Petit,Peu,Non,Français,Un peu contrasté,Haut gauche,0.89,Promotion indiquée,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221142001 but-1.jpg
2168.0,BUT,2020.0,2221142001.0,2221142001 but-1,DISTRIBUTION,DISTRIBUTION SPECIALISEE,6.0,Offre,Noir,Non ,Promotion,-,,,-,-,Fort,Descriptif,Majuscule gras,Petit,Peu,Non,Français,Un peu contrasté,Haut gauche,0.89,Promotion indiquée,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221142001 but-1.jpg
2168.0,BUT,2020.0,2221142001.0,2221142001 but-1,DISTRIBUTION,DISTRIBUTION SPECIALISEE,6.0,Offre,Jaune,Non ,Promotion,-,,,-,-,Fort,Descriptif,Majuscule gras,Petit,Peu,Non,Français,Un peu contrasté,Haut gauche,0.89,Promotion indiquée,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221142001 but-1.jpg
2168.0,BUT,2020.0,2221142001.0,2221142001 but-1,DISTRIBUTION,DISTRIBUTION SPECIALISEE,6.0,Offre,Jaune,Non ,Promotion,-,,,-,-,Fort,Descriptif,Majuscule gras,Petit,Peu,Non,Français,Un peu contrasté,Haut gauche,0.89,Promotion indiquée,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221142001 but-1.jpg
2169.0,DOLCE & GABANA,2020.0,2221142003.0,2221142003 d&g,HYGIENE_BEAUTE,PARFUMS,1.0,Produit,Blanc,Présente,Personnage,Personne seule,Sur d'autres marques,Déjà utilisée,Homme,Adulte,Faible,Descriptif,Majuscule gras,Grand,Beaucoup,Non,Français,Un peu contrasté,Haut milieu,0.78,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221142003 d&g.jpg
2166.0,OASIS,2020.0,2221122002.0,2221122002 image60,BOISSONS,BOISSONS NON ALCOOLISEES,4.0,Produit,Orange,Présente,Personnage,Mascotte,,,-,-,Fort,Humoristique,Majuscule gras,Moyen,Moyen,Non,Français,Pas contrasté,Haut droit,0.88,Aucun,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221122002 image60.jpg
1925.0,VICHY,2020.0,2221122003.0,2221122003 vichy,HYGIENE_BEAUTE,PRODUITS DE SOINS PHARMACEUTIQUES,1.0,Produit,Noir,Présente,Produit/Service,-,,,-,-,Fort,Descriptif,Majuscule gras,Grand,Beaucoup,Non,Français,Un peu contrasté,Haut milieu,0.78,Aucun,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221122003 vichy.jpg
2437.0,GIORGIO ARMANI,2020.0,2221112001.0,2221112001 armani-1,HYGIENE_BEAUTE,PARFUMS,2.0,Produit,Bleu,Dominante,Personnage,,Uniquement pour la marque,1ère utilisation ,,,Faible,Descriptif,Majuscule gras,Grand,Beaucoup,Non,Français,,Haut milieu,-,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221112001 armani-1.jpg
2437.0,GIORGIO ARMANI,2020.0,2221112001.0,2221112001 armani-1,HYGIENE_BEAUTE,PARFUMS,1.0,Produit,Rose,Présente,Personnage,Personne seule,,,Femme,Jeune adulte,Faible,Descriptif,Majuscule gras,Grand,Beaucoup,Non,Français,Un peu contrasté,Haut milieu,-,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221112001 armani-1.jpg
2171.0,MERCEDES,2020.0,2221112003.0,2221112003 mercedes-1,AUTOMOBILE_TRANSPORT,AUTOMOBILES POIDS LOURDS,2.0,Produit,Noir,Non ,Produit/Service,-,,,-,-,Moyen ,Descriptif,Minuscule sans gras ,Petit,Beaucoup,Non,Français,Très contrasté,Bas droit,0.9,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221112003 mercedes-1.jpg
2171.0,MERCEDES,2020.0,2221112003.0,2221112003 mercedes-1,AUTOMOBILE_TRANSPORT,AUTOMOBILES POIDS LOURDS,2.0,Produit,Noir,Non ,Produit/Service,-,,,-,-,Moyen ,Descriptif,Minuscule sans gras ,Petit,Beaucoup,Non,Français,Très contrasté,Bas droit,0.9,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221112003 mercedes-1.jpg
2823.0,LEFFE,2020.0,2221102001.0,2221102001 METRO_DUO_LEFFE_CARACTERE_01,BOISSONS,BOISSONS ALCOOLISEES,2.0,Produit,Jaune,Dominante,Produit/Service,-,,,-,-,Moyen ,Humoristique,Majuscule gras,Petit,Peu,Non,Français,Pas contrasté,Dans le corps du visuel,0.83,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221102001 METRO_DUO_LEFFE_CARACTERE_01.jpg
2823.0,LEFFE,2020.0,2221102001.0,2221102001 METRO_DUO_LEFFE_CARACTERE_01,BOISSONS,BOISSONS ALCOOLISEES,2.0,Produit,Jaune,Dominante,Produit/Service,-,,,-,-,Moyen ,Humoristique,Majuscule gras,Petit,Peu,Non,Français,Pas contrasté,Dans le corps du visuel,0.83,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221102001 METRO_DUO_LEFFE_CARACTERE_01.jpg
2175.0,LANCOME,2020.0,2221242005.0,2221242005 LANCOME-copie,HYGIENE_BEAUTE,PARFUMS,1.0,Produit,Rose,Dominante,Personnage,Célébrité,Sur d'autres marques,Déjà utilisée,Femme,Adulte,Inexistant,-,Majuscule gras,Grand,Beaucoup,Non,Français,Un peu contrasté,Haut gauche,0.85,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221242005 LANCOME-copie.jpg
2159.0,BUT,2020.0,2221092002.0,2221092002 753_120x176-2M2,DISTRIBUTION,DISTRIBUTION SPECIALISEE,6.0,Offre,Orange,Présente,Promotion,-,,,-,-,Fort,Descriptif,Majuscule gras,Moyen,Peu,Non,Français,Un peu contrasté,Haut gauche,0.89,Promotion indiquée,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221092002 753_120x176-2M2.jpg
2163.0,BUT,2020.0,2221112002.0,2221112002 but,DISTRIBUTION,DISTRIBUTION SPECIALISEE,6.0,Offre,Orange,Présente,Produit/Service,,,,,,Moyen ,Explicatif/Narratif,Majuscule gras,Moyen,Peu,Non,Français,Un peu contrasté,Haut gauche,0.89,Aucun,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221112002 but.jpg
2163.0,BUT,2020.0,2221112002.0,2221112002 but,DISTRIBUTION,DISTRIBUTION SPECIALISEE,6.0,Offre,Orange,Présente,Produit/Service,-,,,-,-,Fort,Explicatif/Narratif,Majuscule gras,Moyen,Peu,Non,Français,Très contrasté,Haut gauche,0.89,Promotion indiquée,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221112002 but.jpg
2163.0,BUT,2020.0,2221112002.0,2221112002 but-2,DISTRIBUTION,DISTRIBUTION SPECIALISEE,6.0,Offre,Orange,Présente,Produit/Service,Personne seule,,,Femme,Jeune adulte,Fort,Explicatif/Narratif,Majuscule gras,Moyen,Peu,Non,Français,Très contrasté,Haut gauche,0.89,Promotion indiquée,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221112002 but-2.jpg
2163.0,BUT,2020.0,2221112002.0,2221112002 but-3,DISTRIBUTION,DISTRIBUTION SPECIALISEE,6.0,Offre,Orange,Présente,Produit/Service,-,,,-,-,Fort,Explicatif/Narratif,Majuscule gras,Moyen,Peu,Non,Français,Un peu contrasté,Haut gauche,0.89,Aucun,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221112002 but-3.jpg
2163.0,BUT,2020.0,2221112002.0,2221112002 but-4,DISTRIBUTION,DISTRIBUTION SPECIALISEE,6.0,Offre,Orange,Présente,Produit/Service,Personne seule,,,Homme,Jeune adulte,Moyen ,Humoristique,Majuscule gras,Moyen,Peu,Non,Français,Très contrasté,Haut gauche,0.89,Promotion indiquée,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221112002 but-4.jpg
2156.0,PULCO,2020.0,2221062004.0,2221062004 BAT_Abribus-1-copie,BOISSONS,BOISSONS NON ALCOOLISEES,1.0,Produit,Jaune,Dominante,Claim,-,,,-,-,Faible,Humoristique,Majuscule gras,Moyen,Moyen,Non,Français,Un peu contrasté,Bas droit,0.83,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221062004 BAT_Abribus-1-copie.jpg
2155.0,FREE TELECOM,2020.0,2221052001.0,2221052001 image60,TELECOMMUNICATIONS,OPERATEURS TELECOMMUNIC.,4.0,Offre,Bleu,Non ,Produit/Service,-,,,-,-,Moyen ,Descriptif,Minuscule gras,Petit,,Non,Français,Très contrasté,Haut milieu,0.89,Prix indiqué,Elevée (plus de 6),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221052001 image60.jpg
2155.0,FREE TELECOM,2020.0,2221052001.0,2221052001 image60,TELECOMMUNICATIONS,OPERATEURS TELECOMMUNIC.,4.0,Offre,Orange,Non ,Produit/Service,-,,,-,-,Moyen ,Descriptif,Minuscule gras,Petit,Beaucoup,Non,Français,Très contrasté,Haut milieu,0.89,Prix indiqué,Elevée (plus de 6),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221052001 image60.jpg
2155.0,FREE TELECOM,2020.0,2221052001.0,2221052001 image61,TELECOMMUNICATIONS,OPERATEURS TELECOMMUNIC.,4.0,Offre,Bleu,Non ,Claim,-,,,-,-,Moyen ,Descriptif,Minuscule gras,Petit,Moyen,Non,Français,Très contrasté,Haut milieu,0.89,Prix indiqué,Elevée (plus de 6),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221052001 image61.jpg
2155.0,FREE TELECOM,2020.0,2221052001.0,2221052001 image62,TELECOMMUNICATIONS,OPERATEURS TELECOMMUNIC.,4.0,Offre,Orange,Non ,Produit/Service,-,,,-,-,Moyen ,Descriptif,Minuscule gras,Petit,Moyen,Non,Français,Très contrasté,Haut milieu,0.89,Prix indiqué,Elevée (plus de 6),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221052001 image62.jpg
2153.0,OASIS,2020.0,2221042001.0,2221042001 21_0620_OASIS_POOL_JC_DECAUX_2M2_1_5e,BOISSONS,BOISSONS NON ALCOOLISEES,4.0,Produit,Orange,Dominante,Personnage,Famille,,,Les 2,Multi générationnel,Faible,Humoristique,Majuscule gras,Petit,Moyen,Non,Français,Un peu contrasté,Bas droit,0.88,Aucun,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221042001 21_0620_OASIS_POOL_JC_DECAUX_2M2_1_5e.jpg
2153.0,OASIS,2020.0,2221042001.0,2221042001 21_0620_OASIS_POOL_JC_DECAUX_2M2_1_5e,BOISSONS,BOISSONS NON ALCOOLISEES,4.0,Produit,Orange,Dominante,Personnage,Famille,,,Les 2,Multi générationnel,Faible,Humoristique,Majuscule gras,Petit,Moyen,Non,Français,Un peu contrasté,Bas droit,0.88,Aucun,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221042001 21_0620_OASIS_POOL_JC_DECAUX_2M2_1_5e.jpg
2153.0,OASIS,2020.0,2221042001.0,2221042001 21_0620_OASIS_POOL_JC_DECAUX_2M2_1_5e,BOISSONS,BOISSONS NON ALCOOLISEES,4.0,Produit,Orange,Dominante,Personnage,Famille,,,Les 2,Multi générationnel,Faible,Humoristique,Majuscule gras,Petit,Moyen,Non,Français,Un peu contrasté,Bas droit,0.88,Aucun,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221042001 21_0620_OASIS_POOL_JC_DECAUX_2M2_1_5e.jpg
2153.0,OASIS,2020.0,2221042001.0,2221042001 21_0620_OASIS_POOL_JC_DECAUX_2M2_1_5e,BOISSONS,BOISSONS NON ALCOOLISEES,4.0,Produit,Orange,Dominante,Personnage,Famille,,,Les 2,Multi générationnel,Faible,Humoristique,Majuscule gras,Petit,Moyen,Non,Français,Un peu contrasté,Bas droit,0.88,Aucun,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221042001 21_0620_OASIS_POOL_JC_DECAUX_2M2_1_5e.jpg
2150.0,SAINT JAMES,2020.0,2221032007.0,2221032007 St-James-blanc-AB,BOISSONS,BOISSONS ALCOOLISEES,1.0,Produit,Vert,Présente,Produit/Service,-,,,-,-,Moyen ,Descriptif,Majuscule gras,Moyen,Moyen,Non,Français,Pas contrasté,Haut milieu,0.52,Aucun,Moyen (4-5),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221032007 St-James-blanc-AB.jpg
2149.0,ORANGINA,2020.0,2221022006.0,2221022006 Orangina_AB_2020_naturalite_auxorangesvraimentsecouees,BOISSONS,BOISSONS NON ALCOOLISEES,4.0,Produit,Bleu,Dominante,Produit/Service,-,,,-,-,,,,Grand,Moyen,Non,Français,Très contrasté,Dans le corps du visuel,0.9,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221022006 Orangina_AB_2020_naturalite_auxorangesvraimentsecouees.jpg
2149.0,ORANGINA,2020.0,2221022006.0,2221022006 Orangina_AB_2020_naturalite_auxorangesvraimentsecouees,BOISSONS,BOISSONS NON ALCOOLISEES,4.0,Produit,Bleu,Dominante,Produit/Service,-,,,-,-,Moyen ,Explicatif/Narratif,Majuscule gras,Grand,Moyen,Non,Français,Très contrasté,Dans le corps du visuel,0.9,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221022006 Orangina_AB_2020_naturalite_auxorangesvraimentsecouees.jpg
2149.0,ORANGINA,2020.0,2221022006.0,2221022006 Orangina_AB_2020_naturalite_Lacouleurjaunevientdelorangina,BOISSONS,BOISSONS NON ALCOOLISEES,4.0,Produit,Bleu,Dominante,Produit/Service,-,,,-,-,Moyen ,Explicatif/Narratif,Majuscule gras,Grand,Moyen,Non,Français,Très contrasté,Dans le corps du visuel,0.9,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221022006 Orangina_AB_2020_naturalite_Lacouleurjaunevientdelorangina.jpg
2149.0,ORANGINA,2020.0,2221022006.0,2221022006 Orangina_AB_2020_naturalite_sansaccroche,BOISSONS,BOISSONS NON ALCOOLISEES,4.0,Produit,Bleu,Dominante,Produit/Service,-,,,-,-,Inexistant,-,-,Grand,Moyen,Non,Français,Très contrasté,Dans le corps du visuel,0.9,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221022006 Orangina_AB_2020_naturalite_sansaccroche.jpg
,HEINEKEN ENTREPRISE,2020.0,2221022007.0,2221022007 Amsterdam-V,BOISSONS,BOISSONS ALCOOLISEES,5.0,Branding,Vert,Dominante,Claim,-,,,-,-,Fort,Explicatif/Narratif,Minuscule sans gras ,Petit,Moyen,Non,Français,Pas contrasté,Haut gauche,0.91,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221022007 Amsterdam-V.jpg
,HEINEKEN ENTREPRISE,2020.0,2221022007.0,2221022007 Authentique-V,BOISSONS,BOISSONS ALCOOLISEES,5.0,Branding,Vert,Dominante,Claim,-,,,-,-,Fort,Explicatif/Narratif,Minuscule sans gras ,Petit,Moyen,Non,Français,Pas contrasté,Haut gauche,0.91,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221022007 Authentique-V.jpg
,HEINEKEN ENTREPRISE,2020.0,2221022007.0,2221022007 Malt-d-Orge-V,BOISSONS,BOISSONS ALCOOLISEES,5.0,Branding,Vert,Dominante,Claim,-,,,-,-,Fort,Explicatif/Narratif,Minuscule sans gras ,Petit,Moyen,Non,Français,Pas contrasté,Dans le corps du visuel,0.91,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221022007 Malt-d-Orge-V.jpg
,HEINEKEN ENTREPRISE,2020.0,2221022007.0,2221022007 Recyclable-V,BOISSONS,BOISSONS ALCOOLISEES,5.0,Branding,Vert,Dominante,Claim,-,,,-,-,Fort,Explicatif/Narratif,Minuscule sans gras ,Petit,Moyen,Non,Français,Pas contrasté,Dans le corps du visuel,0.91,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221022007 Recyclable-V.jpg
,HEINEKEN ENTREPRISE,2020.0,2221022007.0,2221022007 Savoir-Faire-V,BOISSONS,BOISSONS ALCOOLISEES,5.0,Branding,Vert,Dominante,Claim,-,,,-,-,Fort,Explicatif/Narratif,Minuscule sans gras ,Petit,Moyen,Non,Français,Pas contrasté,Haut gauche,0.91,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221022007 Savoir-Faire-V.jpg
,MCDONALD'S,2020.0,2221012001.0,2221012001 AFF_280x210-MAC11155-V1-copie,RESTAURATION,RESTAURATION RAPIDE,3.0,Branding,Marron,Présente,Claim,-,,,-,-,Fort,Humoristique,Minuscule sans gras ,Grand,Moyen,Non,Français,,Bas droit,0.94,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221012001 AFF_280x210-MAC11155-V1-copie.jpg
2148.0,BUT,2020.0,2221012002.0,2221012002 image2,DISTRIBUTION,DISTRIBUTION SPECIALISEE,6.0,Offre,Jaune,Présente,Promotion,-,,,-,-,Fort,Descriptif,Majuscule gras,Grand,Peu,Non,Français,Très contrasté,Haut gauche,0.89,Promotion indiquée,Elevée (plus de 6),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221012002 image2.jpg
2148.0,BUT,2020.0,2221012002.0,2221012002 image2,DISTRIBUTION,DISTRIBUTION SPECIALISEE,6.0,Offre,Jaune,Présente,Promotion,-,,,-,-,Fort,Descriptif,Majuscule gras,Grand,Peu,Non,Français,Très contrasté,Haut gauche,0.89,Promotion indiquée,Elevée (plus de 6),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221012002 image2.jpg
2148.0,BUT,2020.0,2221012002.0,2221012002 image2,DISTRIBUTION,DISTRIBUTION SPECIALISEE,6.0,Offre,Jaune,Présente,Promotion,-,,,-,-,Fort,Descriptif,Majuscule gras,Grand,Peu,Non,Français,Très contrasté,Haut gauche,0.89,Promotion indiquée,Elevée (plus de 6),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221012002 image2.jpg
2148.0,BUT,2020.0,2221012002.0,2221012002 image2,DISTRIBUTION,DISTRIBUTION SPECIALISEE,6.0,Offre,Jaune,Présente,Promotion,-,,,-,-,Fort,Descriptif,Majuscule gras,Grand,Peu,Non,Français,Très contrasté,Haut gauche,0.89,Promotion indiquée,Elevée (plus de 6),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221012002 image2.jpg
2148.0,BUT,2020.0,2221012002.0,2221012002 image2,DISTRIBUTION,DISTRIBUTION SPECIALISEE,6.0,Offre,Jaune,Présente,Promotion,-,,,-,-,Fort,Descriptif,Majuscule gras,Grand,Peu,Non,Français,Très contrasté,Haut gauche,0.89,Promotion indiquée,Elevée (plus de 6),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221012002 image2.jpg
2148.0,BUT,2020.0,2221012002.0,2221012002 image2,DISTRIBUTION,DISTRIBUTION SPECIALISEE,6.0,Offre,Jaune,Présente,Promotion,-,,,-,-,Fort,Descriptif,Majuscule gras,Grand,Peu,Non,Français,Très contrasté,Haut gauche,0.89,Promotion indiquée,Elevée (plus de 6),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221012002 image2.jpg
2706.0,MUGLER,2020.0,2221012003.0,2221012003 MASTER-SP-ANGEL-NOVA-NEW_230X300_FRANCE-copie,HYGIENE_BEAUTE,PARFUM,1.0,Produit,Rose,Dominante,Personnage,Personne seule,Uniquement pour la marque,1ère utilisation ,Femme,Jeune adulte,Faible,Descriptif,Majuscule gras,Moyen,Peu,Non,Anglais,Un peu contrasté,Haut milieu,0.52,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221012003 MASTER-SP-ANGEL-NOVA-NEW_230X300_FRANCE-copie.jpg
2177.0,SCHWEPPES,2020.0,2221252002.0,2221252002 SCWEPPES-Bougie,BOISSONS,BOISSONS NON ALCOOLISEES,3.0,Produit,Noir,Présente,Produit/Service,-,,,-,-,Faible,Explicatif/Narratif,Majuscule gras,Moyen,,Non,Anglais,Un peu contrasté,Dans le corps du visuel,0.87,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221252002 SCWEPPES-Bougie.jpg
2177.0,SCHWEPPES,2020.0,2221252002.0,2221252002 SCWEPPES-Bougie,BOISSONS,BOISSONS NON ALCOOLISEES,3.0,Produit,Noir,Présente,Produit/Service,-,,,-,-,Faible,Explicatif/Narratif,Majuscule gras,Moyen,Peu,Non,Anglais,Un peu contrasté,Dans le corps du visuel,0.87,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221252002 SCWEPPES-Bougie.jpg
2177.0,SCHWEPPES,2020.0,2221252002.0,2221252002 SCWEPPES-Cotillon,BOISSONS,BOISSONS NON ALCOOLISEES,3.0,Produit,Noir,Présente,Produit/Service,-,,,-,-,Faible,Explicatif/Narratif,Majuscule gras,Moyen,Peu,Non,Anglais,Un peu contrasté,Dans le corps du visuel,0.87,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221252002 SCWEPPES-Cotillon.jpg
2161.0,L'OREAL PARIS,2020.0,2221102009.0,2221102009 Image1,HYGIENE_BEAUTE,PRODUITS DE SOINS,2.0,Produit,Noir,Présente,Personnage,Célébrité,Sur d'autres marques,Déjà utilisée,Femme,Adulte,Faible,Explicatif/Narratif,Majuscule gras,Moyen,Beaucoup,Non,Français,Très contrasté,Haut milieu,0.88,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221102009 Image1.jpg
2161.0,L'OREAL PARIS,2020.0,2221102009.0,2221102009 Image1,HYGIENE_BEAUTE,PRODUITS DE SOINS,2.0,Produit,Noir,Présente,Personnage,Célébrité,Sur d'autres marques,Déjà utilisée,Femme,Adulte,Faible,Explicatif/Narratif,Majuscule gras,Moyen,Beaucoup,Non,Français,Très contrasté,Haut milieu,0.88,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221102009 Image1.jpg
2213.0,VALENTINO,2020.0,2221142002.0,2221142002 valentino-,HYGIENE_BEAUTE,PARFUMS,1.0,Produit,Rouge,Dominante,Personnage,Célébrité,Sur d'autres marques,1ère utilisation ,Femme,Jeune adulte,Faible,Descriptif,Majuscule gras,Grand,Beaucoup,Non,Français,Un peu contrasté,Bas droit,-,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221142002 valentino-.jpg
,DISNEY+,2021.0,2221352101.0,2221352101 JCD_MU_DISNEYPLUS_04,INFORMATION_MEDIA,CHAINES TV/ RADIO,2.0,Branding,Noir,Présente,Personnage,Célébrité,,,Les 2,Adulte,Faible,Explicatif/Narratif,Minuscule gras,Moyen,Peu,Non,Français,Un peu contrasté,Haut gauche,0.65,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221352101 JCD_MU_DISNEYPLUS_04.jpg
,DISNEY+,2021.0,2221352101.0,2221352101 JCD_MU_DISNEYPLUS_04,INFORMATION_MEDIA,CHAINES TV/ RADIO,2.0,Branding,Noir,Présente,Personnage,Célébrité,,,Les 2,Adulte,Faible,Explicatif/Narratif,Minuscule gras,Moyen,Peu,Non,Français,Un peu contrasté,Haut gauche,0.65,Aucun,Faible (3 éléments),C:\Users\aittayeb\Desktop\Projet_memoir\Visuale\2221352101 JCD_MU_DISNEYPLUS_04.jpg
